AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,time
-0.00016387298032307943,5.0745329864672005e-05,0.0003001179627480281,0.00030868349944421095,0.00022655191627395723,-2.3485189987392073e-05,0.00032149944922284,1.8332553489355934e-05,-0.0007420423634047068,-0.00013384754449080187,-0.00037091097990686996,-3.0874432178983914e-05,0.0002468595989227416,-7.756819682173045e-06,0.0
-0.000163872980322608,5.074532986502705e-05,0.0003001179627485792,0.0003086834994445758,0.0002265519162743049,-2.3485189987084397e-05,0.00032149944922322605,1.8332553489685833e-05,-0.0007420423634041822,-0.00013384754449066722,-0.00037091097990665567,-3.087443217852595e-05,0.0002468595989229464,-7.756819681815854e-06,0.0078125
-0.00016387298032231637,5.074532986510911e-05,0.000300117962748805,0.00030868349944480737,0.0002265519162745746,-2.3485189986834705e-05,0.0003214994492235243,1.8332553489848853e-05,-0.0007420423634038086,-0.0001338475444903356,-0.0003709109799061556,-3.0874432178321026e-05,0.00024685959892316843,-7.75681968160154e-06,0.015625
-0.00016387298032280613,5.07453298648875e-05,0.0003001179627484837,0.0003086834994445435,0.0002265519162741434,-2.3485189987137486e-05,0.0003214994492231708,1.8332553489609254e-05,-0.0007420423634042719,-0.00013384754449067735,-0.0003709109799067747,-3.08744321786464e-05,0.0002468595989229099,-7.756819681744417e-06,0.0234375
-0.00016387298032298465,5.074532986480734e-05,0.00030011796274833204,0.00030868349944434946,0.00022655191627407427,-2.3485189987296318e-05,0.0003214994492231048,1.8332553489506716e-05,-0.00074204236340438,-0.00013384754449074796,-0.00037091097990686996,-3.087443217882219e-05,0.00024685959892276337,-7.756819681934918e-06,0.03125
-0.0001638729803222514,5.074532986522635e-05,0.0003001179627488909,0.00030868349944488044,0.0002265519162747098,-2.3485189986734257e-05,0.00032149944922347964,1.8332553489960807e-05,-0.0007420423634038702,-0.00013384754449029628,-0.0003709109799064413,-3.0874432178268334e-05,0.0002468595989232858,-7.756819681411039e-06,0.0390625
-0.00016387298032293136,5.074532986463416e-05,0.0003001179627481252,0.00030868349944425556,0.0002265519162740761,-2.3485189987497857e-05,0.00032149944922288013,1.8332553489303902e-05,-0.0007420423634045222,-0.00013384754449095458,-0.0003709109799071081,-3.0874432178960645e-05,0.0002468595989225747,-7.756819682173045e-06,0.046875
-0.0001638729803232646,5.074532986440198e-05,0.0003001179627478858,0.0003086834994439749,0.00022655191627368856,-2.3485189987710883e-05,0.0003214994492225222,1.833255348912834e-05,-0.0007420423634048247,-0.00013384754449118443,-0.00037091097990722715,-3.0874432179185e-05,0.00024685959892237766,-7.756819682292109e-06,0.0546875
-0.00016387298032253343,5.074532986523234e-05,0.00030011796274878046,0.00030868349944481875,0.0002265519162745245,-2.3485189986836047e-05,0.0003214994492235169,1.833255348995078e-05,-0.0007420423634039817,-0.00013384754449038822,-0.0003709109799065366,-3.087443217833954e-05,0.0002468595989233565,-7.756819681506289e-06,0.0625
-0.00016387298032068982,5.074532986708599e-05,0.00030011796275059504,0.00030868349944661403,0.0002265519162762521,-2.3485189984942803e-05,0.0003214994492252902,1.8332553491733925e-05,-0.0007420423634022332,-0.00013384754448847103,-0.0003709109799045363,-3.087443217658222e-05,0.0002468595989251317,-7.756819679601273e-06,0.0703125
