AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,time
-0.00016387298032175925,5.074532986600492e-05,0.00030011796274904994,0.000308683499445137,0.00022655191627508412,-2.3485189986028855e-05,0.0003214994492240868,1.833255349086108e-05,-0.0007420423634034737,-0.00013384754448960914,-0.00037091097990567934,-3.087443217750988e-05,0.00024685959892401134,-7.756819680649032e-06,0.0
-0.00016387298032130665,5.074532986660484e-05,0.0003001179627498209,0.0003086834994459025,0.00022655191627536447,-2.3485189985508692e-05,0.0003214994492247526,1.8332553491292085e-05,-0.0007420423634026634,-0.00013384754448915985,-0.0003709109799052031,-3.0874432177194066e-05,0.00024685959892424406,-7.756819680268029e-06,0.0078125
-0.00016387298032271124,5.074532986491819e-05,0.00030011796274847445,0.00030868349944443966,0.00022655191627421565,-2.3485189987262596e-05,0.000321499449223036,1.833255348960359e-05,-0.0007420423634042706,-0.0001338475444908307,-0.0003709109799067271,-3.087443217881901e-05,0.0002468595989228571,-7.756819681839668e-06,0.015625
-0.00016387298032461247,5.074532986295663e-05,0.0003001179627466311,0.000308683499442642,0.00022655191627236012,-2.3485189989054443e-05,0.00032149944922121534,1.8332553487743634e-05,-0.000742042363406111,-0.00013384754449264496,-0.0003709109799086321,-3.087443218056212e-05,0.00024685959892109684,-7.756819683744684e-06,0.0234375
-0.00016387298032386743,5.0745329863871924e-05,0.00030011796274732216,0.00030868349944346177,0.00022655191627311318,-2.3485189988151672e-05,0.00032149944922209105,1.833255348857343e-05,-0.0007420423634053356,-0.00013384754449180712,-0.00037091097990775104,-3.08744321797829e-05,0.0002468595989220285,-7.756819682911239e-06,0.03125
-0.00016387298032110052,5.074532986656582e-05,0.00030011796275018364,0.00030868349944609567,0.00022655191627590505,-2.3485189985448925e-05,0.00032149944922476225,1.8332553491315738e-05,-0.0007420423634026939,-0.00013384754448903988,-0.00037091097990510786,-3.087443217693996e-05,0.0002468595989247251,-7.756819680125153e-06,0.0390625
-0.00016387298032141125,5.0745329866503344e-05,0.00030011796274984016,0.00030868349944593787,0.000226551916275727,-2.3485189985636482e-05,0.0003214994492247372,1.833255349103426e-05,-0.000742042363402788,-0.00013384754448909341,-0.00037091097990517925,-3.0874432177190576e-05,0.0002468595989244637,-7.75681968045853e-06,0.046875
-0.00016387298032382257,5.074532986400848e-05,0.0003001179627476329,0.0003086834994438201,0.0002265519162733953,-2.3485189987993077e-05,0.000321499449222322,1.833255348849782e-05,-0.0007420423634051806,-0.0001338475444916455,-0.00037091097990777483,-3.0874432179257865e-05,0.00024685959892175105,-7.75681968274455e-06,0.0546875
-0.00016387298032384068,5.074532986315091e-05,0.00030011796274723336,0.00030868349944327973,0.00022655191627272408,-2.3485189988217168e-05,0.00032149944922147804,1.833255348795283e-05,-0.0007420423634056726,-0.0001338475444918673,-0.0003709109799079654,-3.0874432179977863e-05,0.00024685959892155606,-7.7568196828398e-06,0.0625
-0.00016387298032191603,5.0745329865752744e-05,0.0003001179627496626,0.000308683499445649,0.0002265519162749772,-2.3485189985976115e-05,0.00032149944922412263,1.8332553490406567e-05,-0.0007420423634034926,-0.00013384754448977565,-0.00037091097990567934,-3.087443217765004e-05,0.00024685959892380914,-7.756819680934784e-06,0.0703125
