AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,time
0.00014293099393805059,3.623769579575489e-05,0.0003918786646709909,0.00013350486137939487,0.0007375721139705754,0.0002314638815177488,-0.00012719299714321702,-5.2164327435499386e-05,-0.0004546724762120622,-0.0003562382945814303,0.0001713246274350224,-0.0001221486705365509,-0.00026381142878899435,-0.0004686846440052847,0.0
0.00014293099393863906,3.6237695796486825e-05,0.00039187866467172284,0.0001335048613802205,0.0007375721139715271,0.00023146388151857445,-0.0001271929971422596,-5.216432743450701e-05,-0.00045467247621119026,-0.0003562382945808827,0.00017132462743586085,-0.0001221486705359624,-0.0002638114287880369,-0.0004686846440044462,0.0078125
0.00014293099393867498,3.6237695796614314e-05,0.0003918786646718503,0.0001335048613802596,0.0007375721139714116,0.00023146388151861356,-0.0001271929971421988,-5.216432743451606e-05,-0.00045467247621136894,-0.0003562382945809033,0.0001713246274357677,-0.0001221486705359265,-0.0002638114287879761,-0.00046868464400439964,0.015625
0.00014293099393906635,3.623769579693305e-05,0.000391878664672169,0.00013350486138077294,0.0007375721139718645,0.00023146388151912685,-0.0001271929971417552,-5.2164327434273337e-05,-0.0004546724762108859,-0.0003562382945804048,0.0001713246274361869,-0.00012214867053553512,-0.0002638114287875325,-0.0004686846440039338,0.0234375
0.00014293099393864058,3.6237695796599054e-05,0.00039187866467183506,0.00013350486138043145,0.0007375721139715008,0.00023146388151878538,-0.00012719299714239208,-5.216432743502379e-05,-0.0004546724762110636,-0.00035623829458087086,0.00017132462743567453,-0.0001221486705359609,-0.00026381142878816944,-0.0004686846440045394,0.03125
0.00014293099393719006,3.623769579487288e-05,0.00039187866467010885,0.0001335048613785657,0.0007375721139697816,0.00023146388151691963,-0.0001271929971438872,-5.2164327436367514e-05,-0.0004546724762130051,-0.0003562382945823651,0.0001713246274340908,-0.0001221486705374114,-0.00026381142878966455,-0.0004686846440060998,0.0390625
0.00014293099393631,3.62376957945836e-05,0.0003918786646698196,0.00013350486137854195,0.0007375721139691719,0.00023146388151689583,-0.00012719299714443228,-5.216432743678448e-05,-0.00045467247621372637,-0.00035623829458312237,0.00017132462743360173,-0.0001221486705382915,-0.0002638114287902096,-0.0004686846440065656,0.046875
0.00014293099393671924,3.623769579472048e-05,0.00039187866466995646,0.00013350486137835477,0.0007375721139696838,0.0002314638815167087,-0.0001271929971441407,-5.2164327436615206e-05,-0.00045467247621321875,-0.00035623829458279364,0.0001713246274339045,-0.00012214867053788223,-0.00026381142878991804,-0.0004686846440063094,0.0546875
0.00014293099393765846,3.62376957955903e-05,0.0003918786646708263,0.0001335048613790834,0.0007375721139703964,0.00023146388151743734,-0.00012719299714330096,-5.2164327435839514e-05,-0.0004546724762124865,-0.00035623829458172743,0.00017132462743474293,-0.000122148670536943,-0.0002638114287890783,-0.0004686846440056573,0.0625
0.00014293099393702867,3.623769579470104e-05,0.000391878664669937,0.00013350486137841356,0.0007375721139696472,0.00023146388151676746,-0.00012719299714407888,-5.216432743646604e-05,-0.00045467247621319034,-0.0003562382945825606,0.00017132462743399765,-0.00012214867053757282,-0.0002638114287898562,-0.00046868464400626284,0.0703125
0.00014293099393609848,3.623769579348422e-05,0.0003918786646687202,0.0001335048613777771,0.0007375721139687091,0.00023146388151613106,-0.0001271929971447807,-5.216432743685344e-05,-0.00045467247621384336,-0.000356238294583499,0.00017132462743311264,-0.000122148670538503,-0.000263811428790558,-0.00046868464400710126,0.078125
0.0001429309939374117,3.623769579511227e-05,0.0003918786646703483,0.00013350486137892655,0.000737572113970205,0.00023146388151728045,-0.00012719299714331647,-5.216432743585501e-05,-0.0004546724762124779,-0.0003562382945819846,0.00017132462743441688,-0.00012214867053718978,-0.0002638114287890938,-0.00046868464400575045,0.0859375
0.00014293099393776094,3.6237695795630536e-05,0.0003918786646708665,0.00013350486137947342,0.0007375721139705729,0.00023146388151782735,-0.0001271929971429732,-5.2164327435372006e-05,-0.0004546724762121433,-0.0003562382945815901,0.00017132462743495253,-0.00012214867053684053,-0.0002638114287887505,-0.00046868464400523805,0.09375
0.000142930993937835,3.623769579572295e-05,0.00039187866467095897,0.00013350486137930106,0.000737572113970545,0.000231463881517655,-0.00012719299714306897,-5.216432743546775e-05,-0.0004546724762122182,-0.00035623829458165365,0.00017132462743492925,-0.0001221486705367665,-0.0002638114287888463,-0.0004686846440052847,0.1015625
0.00014293099393683376,3.623769579462771e-05,0.0003918786646698637,0.000133504861378255,0.0007375721139695744,0.0002314638815166089,-0.0001271929971442673,-5.2164327436479756e-05,-0.00045467247621311423,-0.00035623829458269633,0.00017132462743376476,-0.0001221486705377677,-0.00026381142879004457,-0.00046868464400640254,0.109375
0.00014293099393761026,3.623769579538835e-05,0.00039187866467062433,0.00013350486137916803,0.0007375721139703524,0.00023146388151752199,-0.00012719299714333517,-5.2164327435710657e-05,-0.0004546724762123938,-0.000356238294581824,0.00017132462743464977,-0.0001221486705369912,-0.0002638114287891125,-0.00046868464400551756,0.1171875
0.00014293099393995236,3.623769579694746e-05,0.0003918786646721834,0.0001335048613805957,0.0007375721139725945,0.00023146388151894964,-0.00012719299714118826,-5.216432743377339e-05,-0.00045467247621016677,-0.0003562382945796586,0.00017132462743660613,-0.0001221486705346491,-0.0002638114287869656,-0.0004686846440036078,0.125
0.0001429309939388607,3.623769579626227e-05,0.00039187866467149825,0.00013350486138041462,0.0007375721139713273,0.00023146388151876855,-0.00012719299714194108,-5.2164327434200146e-05,-0.0004546724762105766,-0.0003562382945809811,0.00017132462743604717,-0.00012214867053574077,-0.0002638114287877184,-0.00046868464400416675,0.1328125
0.00014293099393767282,3.6237695795587805e-05,0.0003918786646708238,0.00013350486137908487,0.0007375721139703063,0.0002314638815174388,-0.00012719299714336293,-5.216432743552884e-05,-0.00045467247621231235,-0.0003562382945818247,0.0001713246274348361,-0.00012214867053692867,-0.0002638114287891403,-0.0004686846440051915,0.140625
0.0001429309939375893,3.623769579538915e-05,0.00039187866467062514,0.000133504861379185,0.0007375721139702992,0.00023146388151753895,-0.00012719299714341285,-5.216432743563698e-05,-0.0004546724762125188,-0.00035623829458185775,0.00017132462743469636,-0.00012214867053701218,-0.00026381142878919016,-0.000468684644005471,0.1484375
0.00014293099393830093,3.6237695796073934e-05,0.0003918786646713099,0.00013350486137985725,0.000737572113970956,0.00023146388151821119,-0.0001271929971426394,-5.2164327435131354e-05,-0.0004546724762117413,-0.00035623829458121574,0.00017132462743539505,-0.00012214867053630054,-0.0002638114287884167,-0.00046868464400481885,0.15625
0.000142930993938365,3.6237695796133145e-05,0.0003918786646713691,0.00013350486137976802,0.0007375721139710693,0.00023146388151812193,-0.00012719299714257046,-5.216432743527202e-05,-0.00045467247621182614,-0.0003562382945811495,0.00017132462743558137,-0.00012214867053623646,-0.0002638114287883478,-0.0004686846440046325,0.1640625
0.0001429309939379195,3.623769579571935e-05,0.00039187866467095534,0.0001335048613794978,0.0007375721139705536,0.0002314638815178517,-0.00012719299714285555,-5.216432743549308e-05,-0.000454672476212241,-0.00035623829458173714,0.00017132462743492925,-0.000122148670536682,-0.0002638114287886329,-0.0004686846440051915,0.171875
0.00014293099393748694,3.623769579535185e-05,0.00039187866467058785,0.00013350486137908647,0.0007375721139703369,0.00023146388151744037,-0.00012719299714339833,-5.216432743581603e-05,-0.00045467247621250664,-0.00035623829458208815,0.0001713246274346032,-0.00012214867053711456,-0.00026381142878917563,-0.0004686846440057039,0.1796875
0.0001429309939369922,3.623769579480132e-05,0.0003918786646700373,0.00013350486137850566,0.0007375721139697473,0.0002314638815168596,-0.000127192997143949,-5.216432743637692e-05,-0.00045467247621309694,-0.00035623829458250903,0.00017132462743404424,-0.0001221486705376093,-0.00026381142878972635,-0.00046868464400613474,0.1875
0.00014293099393616554,3.623769579393696e-05,0.00039187866466917296,0.0001335048613776318,0.0007375721139687185,0.00023146388151598573,-0.00012719299714491298,-5.216432743745152e-05,-0.0004546724762138527,-0.00035623829458338724,0.00017132462743315924,-0.00012214867053843596,-0.0002638114287906903,-0.0004686846440069615,0.1953125
0.0001429309939369898,3.623769579448295e-05,0.00039187866466971897,0.00013350486137817422,0.0007375721139692727,0.00023146388151652812,-0.00012719299714395016,-5.2164327436442114e-05,-0.00045467247621351804,-0.0003562382945829929,0.00017132462743348528,-0.00012214867053761167,-0.0002638114287897275,-0.00046868464400640254,0.203125
0.00014293099393826588,3.623769579599089e-05,0.0003918786646712269,0.00013350486137987157,0.0007375721139709525,0.0002314638815182255,-0.0001271929971427662,-5.2164327435001975e-05,-0.00045467247621174076,-0.00035623829458128096,0.00017132462743520873,-0.0001221486705363356,-0.00026381142878854354,-0.0004686846440048654,0.2109375
0.00014293099393877684,3.623769579625086e-05,0.0003918786646714868,0.00013350486138013917,0.0007375721139713959,0.00023146388151849305,-0.00012719299714209747,-5.216432743468259e-05,-0.0004546724762113955,-0.000356238294580638,0.00017132462743567453,-0.00012214867053582463,-0.0002638114287878748,-0.0004686846440046325,0.21875
0.0001429309939379526,3.62376957957209e-05,0.0003918786646709569,0.00013350486137942506,0.0007375721139705401,0.000231463881517779,-0.00012719299714298308,-5.216432743538188e-05,-0.00045467247621202916,-0.000356238294581585,0.0001713246274348361,-0.0001221486705366489,-0.0002638114287887604,-0.0004686846440053778,0.2265625
0.00014293099393782854,3.62376957956445e-05,0.0003918786646708805,0.00013350486137934548,0.0007375721139705189,0.0002314638815176994,-0.0001271929971431082,-5.2164327435437126e-05,-0.00045467247621220025,-0.00035623829458169664,0.0001713246274348361,-0.00012214867053677293,-0.0002638114287888855,-0.00046868464400533124,0.234375
0.00014293099393827973,3.623769579601013e-05,0.0003918786646712461,0.00013350486137997944,0.0007375721139711999,0.0002314638815183334,-0.00012719299714250158,-5.216432743500516e-05,-0.0004546724762116684,-0.0003562382945811335,0.0001713246274354882,-0.00012214867053632174,-0.0002638114287882789,-0.00046868464400479554,0.2421875
0.0001429309939374299,3.623769579592712e-05,0.00039187866467116307,0.00013350486137916808,0.0007375721139710417,0.00023146388151752204,-0.00012719299714283725,-5.216432743518947e-05,-0.0004546724762123922,-0.00035623829458153195,0.00017132462743474293,-0.00012214867053717156,-0.00026381142878861456,-0.000468684644005471,0.25
0.00014293099393698853,3.6237695794648954e-05,0.0003918786646698849,0.00013350486137821103,0.0007375721139693631,0.00023146388151656496,-0.0001271929971441653,-5.2164327436843567e-05,-0.0004546724762132071,-0.00035623829458236803,0.00017132462743381133,-0.00012214867053761294,-0.00026381142878994265,-0.000468684644006356,0.2578125
